田中さんはさけをのみすぎるです。,田中さんはさけをのみすぎます。
おそくねるないほうがいいですよ。,おそくねないほうがいいですよ。
おそくねないでほうがいいですよ。,おそくねないほうがいいですよ。
はやくおきてほうがいいですよ。,はやくおきたほうがいいですよ。
はやくおきるほうがいいですよ。（suggestion),はやくおきたほうがいいですよ。
病気の時は、くすりをのむのほうがいいです。,病気の時は、くすりをのんだほうがいいです。
病気の時は、くすりをのんだのほうがいいです。,病気の時は、くすりをのんだほうがいいです。
東京に行きますので、明日はここにいない。,東京に行くので、明日はここにいない。
東京に行くなので、明日はここにいない。,東京に行くので、明日はここにいない。
明日はここにいないので、東京に行く。,東京に行くので、明日はここにいない。
クラスは楽だので、すきです。,クラスは楽なので、すきです。
クラスは楽ので、すきです。,クラスは楽なので、すきです。
ほしいふくは高いだので、買いません。,ほしいふくは高いので、買わない。
ほしいふくは高いなので、買いません。,ほしいふくは高いので、買わない。
ほしいふくは買いませんので、高いです。,ほしいふくは高いので、買わない。
もう日本に行きます。,もう日本に行きました。
まだ日本に行きませんでした。,まだ日本に行っていません。
まだ日本に行きません。,まだ日本に行っていません。
しんごうでとまらないなければいけません。,しんごうでとまらなければいけません。
しんごうでとまらないいけません。,しんごうでとまらなければいけません。
明日は雨がふりでしょう。,明日は雨がふるでしょう。
明日は雨がふりますでしょう。,明日は雨がふるでしょう。
明日は雨だでしょう。,明日は雨でしょう。
私はおよぐできます。,私はおよげます。
およぐできません。,およげません。
日本語が教えれます。,日本語が教えられます。
日本語が教えれません。,日本語が教えられません。
今日，洗濯しられます。,今日、洗濯できます。
今日、洗濯しられません。,今日、洗濯できません。
日本はコンビニがありし、すしがおいしいし、いいですね。,日本はコンビニがあるし、すしがおいしいし、いいですね。
そうじをしし、ケーキをつくるし、いそがしいです。,そうじをし、ケーキをつくりし、いそがしいです。
山田さんは頭がいいし、きれいし、うらやましいです。,山田さんは頭がいいし、きれいだし、うらやましいです。
本田さんはゆうめいな人そうです。,本田さんはゆうめいな人みたいです。
そのアイスクリーム、おいしいそうですねえ。,そのアイスクリーム、おいしそうですねえ。
あのコンピューターはべんりなそうですねえ。,あのコンピューターはべんりそうですねえ。
あのコンピューターはべんりだそうですねえ。,あのコンピューターはべんりそうですねえ。
曇ってきたから、雨がふるそうですね。,曇ってきたから、雨がふりそうですね。
曇ってきたから、雨がふるらしいですね。,曇ってきたから、雨がふりそうですね。
スポーツカーは高そうですね。（伝聞）,スポーツカーは高いそうですね。
北海道はきれいそうですね。,北海道はきれいだそうですね。
山田さんはスポーツカーを買いそうですね。,山田さんはスポーツカーを買うそうですね。
このコンピューター、使いてみましたか。,このコンピューター、使ってみましたか。
このコンピューター、使うみましたか。,このコンピューター、使ってみましたか。
このコンピューター、使ったみましたか。,このコンピューター、使ってみましたか。
いやだなら、やめましょう。,いやなら、やめましょう。
とおいですなら、やめましょう。,とおいなら、やめましょう。
日本人ですなら、漢字はわかるでしょう。,日本人なら、漢字はわかるでしょう。
分かりませんなら、聞いてください。,分からないなら、聞いてください。
山田さんだったなら、わかったでしょう。,山田さんだったら、わかったでしょう。
いやだたら、やめましょう。,いやだったら、やめましょう。
雨がふりましたら、いきません。,雨がふったら、行きません。
雨がふりますたら、行きません。,雨がふったら、行きません。
明日はれるたら、サッカーをしましょう,明日はれたら、サッカーをしましょう。
まずいだったら、買いません。,まずかったら、買いません。
ひまでしたら、うちにきてください。,ひまだったら、うちにきてください。
ひまなたら、うちにきてください。,ひまだったら、うちにきてください。
おいしいければ、買います。,おいしければ、買います。
おいしいば、買います。,おいしければ、買います。
おいしくないば、買いません。,おいしくなければ、買いません。
テレビをけせれば、しずかになります。,テレビをけせば、しずかになります。
テレビをけさないば、しずかになりません。,テレビをけさなければ、しずかになりません。
べんきょうしれば、だいじょうぶです。,べんきょうすれば、だいじょうぶです。
べんきょうしなけば、わかりません。,べんきょうしなければ、わかりません。
雨がふると、サッカーをしません。,雨がふれば、サッカーをしません。
ボタンを押しますと、ドアがあきます。,ボタンを押すと、ドアがあきます。
ボタンを押すのと、ドアがあきます。,ボタンを押すと、ドアがあきます。
こう暑いだと、つめたいものがのみたくなります。,こう暑いと、つめたいものがのみたくなります。
暑くないだと、つめたいものがのみたくなりません。,暑くないと、つめたいものがのみたくなりません。
有名人と、いろいろ忙しいです。,有名人だと、いろいろ忙しいです。
有名人じゃないだと、らくですね。,有名人じゃないと、らくですね。
どうすると、漢字が覚えられますか。,どうすれば、漢字がおぼえられますか。
どうすると、漢字が覚えられますか。,どうしたら、漢字が覚えられますか。
本さえあると、勉強できる。,本さえあれば、勉強できる。
本さえあると、勉強できる。,本さえあったら、勉強できる。
東京へ行ったら、新幹線が便利です。,東京へ行くなら、新幹線がべんりです。
東京へ行くと、新幹線が便利です。,東京へ行くなら、新幹線がべんりです。
東京へ行けば、新幹線が便利です。,東京へ行くなら、新幹線がべんりです。
あたらしい車がほしいます。,あたらしい車がほしいです。
すしが食べほしいです。,すしが食べたいです。
山田さんはあたらしい車がほしいです。,山田さんはあたらしい車をほしがっています。
なっとうはほしいくないです。,なっとうはほしくないです。
山口さんはアメリカ人かもしれます。,山口さんはアメリカ人かもしれません。
山口さんはアメリカ人じゃないかもしれます。,山口さんはアメリカ人じゃないかもしれません。
山口さんは先生かもしれませんでした。,山口さんは先生だったかもしれません。
その肉は古いですかもしれません。,その肉は古いかもしれません。
その肉は古いかもしれませんでした。,その肉は古かったかもしれません。
田口さんはひまだかもしれません。,田口さんはひまかもしれません。
田口さんはひまじゃないだかもしれません。,田口さんはひまじゃないかもしれません。
田口さんはひまかもしれませんでした。,田口さんはひまだったかもしれません。
佐藤さんは大山さんに本をくれました。,佐藤さんは大山さんに本をあげました。
佐藤さんは私に本をあげました。,佐藤さんは私に本をくれました。
佐藤さんは私の妹に本をあげました。,佐藤さんは私の妹に本をくれました。
先生は私に本をさしあげました。,先生は私に本をくださいました。
私は友達に本をくれました。,私は友達に本をあげました。
先生は学生に本をいただきました。,先生は学生に本をもらいました。
鈴木さんは野口さんに本を読んでくれました。,鈴木さんは野口さんに本を読んであげました。
鈴木さんは私に本を読んであげました。,鈴木さんは私に本を読んでくれました。
鈴木さんは私の妹に本を読んであげました。,鈴木さんは私の妹に本を読んでくれました。
先生は私に本を読んでさしあげました。,先生は私に本を読んでくださいました。
私は友達に本を読んでくれました。,私は友達に本を読んであげました。
先生は学生に本を読んでいただきました。,先生は学生に本を読んでもらいました。
窓が開いてあります。,窓が開けてあります。
窓を開いておきます。,窓を開けておきます。
漢字は全部覚えるしまった。,漢字は全部覚えてしまった。
漢字は全部覚えしまった。,漢字は全部覚えてしまった。
今、窓を開いています。,今、窓を開けています。
銀行は九時にあけます。,銀行は九時にあきます。
ボタンを押しても、コーラが出られません。,ボタンを押しても、コーラが出ません。
学生時、いつも６時に起きました。,学生の時、いつも６時に起きました。
学生だ時、いつも６時に起きました。,学生だった時、いつも６時に起きました。
日本に行く時、歌舞伎をみました。,日本に行った時、歌舞伎をみました。
日本に行った時、アメリカでカメラを買いました。,日本に行く時、アメリカでカメラを買いました。
日本に行った時、いつもANAを使いました。,日本に行く時、いつもANAを使いました。
日本に行きます時、いつもANAを使いました。,日本に行く時、いつもANAを使いました。
ひまの時、電話ください。,ひまな時、電話ください。
大阪に来ます時、うちに寄ってください。,大阪に来る時、うちに寄ってください。
お風呂に入ったから、パジャマを着ます。,お風呂に入ってから、パジャマを着ます。　
日本に行った前に、飛行機を予約します。,日本に行く前に、飛行機を予約します。
日本に行った前に、飛行機を予約しました。,日本に行く前に、飛行機を予約しました。
日本に行きます前に、飛行機を予約します。,日本に行く前に、飛行機を予約します。
宿題をする後で、テレビを見ました。,宿題をした後で、テレビを見ました。
宿題をする後で、テレビを見ます。,宿題をした後で、テレビを見ます。
宿題をします後で、テレビを見ます。,宿題をした後で、テレビを見ます。
私は音楽を聞くながら、宿題をします。,私は音楽を聞きながら、宿題をします。
私は音楽を聞きながら、山田さんは宿題をします。,私は音楽を聞きながら、宿題をします。
私が音楽を聞く間、宿題をします。,私は音楽を聞く間、山田さんは宿題をします。
私が音楽を聞きます間、山田さんは宿題をします。,私は音楽を聞く間、山田さんは宿題をします。
先生、この雑誌拝見しますか。,先生、この雑誌ごらんになりますか。
先生、この雑誌お見しますか。,先生、この雑誌ごらんになりますか。
先生、この雑誌お見になりますか。,先生、この雑誌ごらんになりますか。
ちょっと、ごらんします。,ちょっと、拝見します。
先生、これいただきますか。,先生、これ召し上がりますか。
先生、これお食べしますか。,先生、これ召し上がりますか。・お食べになりますか。
先生、ここにおりますか。,先生、ここにいらっしゃいますか。
私はここにしばらくいらっしゃいます。,私はここにしばらくおります。
先生、東京に参りましたか。,先生、東京にいらっしゃいましたか。
先生、ここにお名前をお書きしてください。,先生、ここにお名前をお書きになってください。
私がお読みになりましょうか。,私がお読みしましょうか。
山田さんを存じていますか。,山田さんをご存知ですか。
私は山田さんをご存知です。,私は山田さんを存じています。
先生は山田さんを存じません,先生は山田さんをご存知じゃないです。
先生は山田さんをご存じません。,先生は山田さんをご存知じゃないです。
私は山田さんを存じじゃないです。,私は山田さんをぞんじません。
私は山田さんをご存知じゃないです。,私は山田さんをぞんじません。
私は山田さんをご存じません。,私は山田さんをぞんじません。
ちょっとお待ちてください。,ちょっとお待ちください。
ちょっとお待ちしてください。,ちょっとお待ちになってください。
こちらは、田中先生ともうします。,こちらは、田中先生とおっしゃいます。
小山さんはバスを運転できますはずです。,小山さんはバスを運転できるはずです。
小山さんはバスを運転できるはずじゃないです。,小山さんはバスを運転できないはずです。
明日のクイズはやさしいのはずです。,明日のクイズはやさしいはずです。
病気が治ったから、山田さんは元気だはずです。,病気が治ったから、山田さんは元気なはずです。
病気が治ったから、山田さんは元気のはずです。,病気が治ったから、山田さんは元気なはずです。
鈴木さんは二十歳はずです。,鈴木さんは二十歳のはずです。
これは使うやすいコンピューターですね。,これは使いやすいコンピュータですね。
これは使ってやすいコンピューターですね。,これは使いやすいコンピュータですね。
この漢字はおぼえるにくいです。,この漢字はおぼえにくいです。
この漢字はおぼえてにくいです。,このかんじはおぼえにくいです。
この漢字はおぼえむずかしいです。,このかんじはおぼえにくいです。
宿題を忘れたので、先生に叱りました。,宿題を忘れたので、先生に叱られました。
弟におやつを食べれた。,弟におやつを食べられた。
先生に呼ばられた。,先生に呼ばれた。
引っ越しを手伝われた。,引っ越しを手伝わされた。
この建物は1900年に建てさせられました。,この建物は1900年に建てられました。
この建物は1900年に建たせました。,この建物は1900年に建てられました。
母は私に勉強させられた。,母は私に勉強させた。
子供の時、両親は9時に寝かせれた。,子供の時、両親は9時に寝かせた。
子供の時、両親は6時に起こされた。,子供の時、両親は6時に起きさせた。
子供の時、両親は6時に起きせた。,子供の時、両親は6時に起きさせた。
昨日は6時に起きされた。,昨日は6時に起こされた。
今日は、母が起こしてあげた。,今日は、母が起こしてくれた。
今日は、母に起こしてくれた。,今日は、母に起こしてもらった。
学生に早く来てあげる。,学生に早く来てもらう。
先生に早く来させて、困った。,先生に早く来られて、困った。
先生に早く来させれて、困った。,先生に早く来させられて、困った。
もう北海道は寒いつもりです。,もう北海道は寒いはずです。
ニュースによって、ガソリンが高くなるそうです。,ニュースによると、ガソリンがたかくなるそうです。
ニュースにより、ガソリンが高くなるそうです。,ニュースによると、ガソリンがたかくなるそうです。
これから勉強しているところです。,これから勉強するところです。
これから勉強したところです。,これから勉強するところです。
フランスと聞こえるだけで、行きたくなります。,フランスと聞くだけで、行きたくなります。
フランスを聞けるだけで、行きたくなります。,フランスと聞くだけで、行きたくなります。
スミスさんは寝たばかりで仕事をしない。,スミスさんは寝るばかりで仕事をしない。
スミスさんは寝るばかりでも仕事をしない。,スミスさんは寝るばかりで仕事をしない。
彼は人からお金を借りばかりで、返したことがない。,彼は人からお金を借りるばかりで、返したことがない。
彼は人からお金を借りたばかりで、返したことがない。,彼は人からお金を借りるばかりで、返したことがない。
この頃、雨のばかりで嫌になる。,この頃、雨ばかりで嫌になる。
さっき、子供は寝るばかりです。,さっき、子供は寝たばかりです。
あの人が辞めては、私も辞めます。,あの人が辞めれば、私も辞めます。
あの人が辞めれば、私が辞めます。,あの人が辞めなければ、私が辞めます。
弁護士の山中さんがお見えするまで待ちました。,弁護士の山中さんがお見えになるまで待ちました。
弁護士の山中さんがお見えになるまでに待ちました。,弁護士の山中さんがお見えになるまで待ちました。
弁護士の山中さんがお見えになる前待ちました。,弁護士の山中さんがお見えになるまで待ちました。
日本語をできるだけ話すそうと努力している。,日本語をできるだけ話そうと努力している。
日本語をできるだけ話しように努力している。,日本語をできるだけ話すように努力している。
毎日勉強しているので、まだわからない。,毎日勉強しているのに、まだわからない。
毎日勉強しているのに、もうわからない。,毎日勉強しているのに、まだわからない。
それは我慢を必要します。,それは我慢を必要とします。
注意が必要します。,注意が必要です。
あまりきれいでびっくりしました。,あまりにきれいでびっくりしました。
あまり心配で、ここまで来てしまいました。,あまりの心配で、ここまで来てしまいました。
今日の新聞をつれてきてください。,今日の新聞を持ってきてください。
明日、弟を持ってきてもいいですか。,明日、弟をつれてきてもいいですか。
変ですね。食べれば食べますほど、おなかがすきます。,変ですね。食べれば食べるほど、おなかがすきます。
変ですね。食べれば食べるより、おなかがすきます。,変ですね。食べれば食べるほど、おなかがすきます。
転勤でアメリカに行くことにしました。,転勤でアメリカに行くことになりました。
子供のことが心配してなりません。,子供のことが心配でなりません。
テストに合格したので、うれしいでなりません。,テストに合格したので、うれしくてなりません。
テストに合格したので、うれしくてなります。,テストに合格したので、うれしくてなりません。
こんなにむずかしくては、わかります。,こんなにむずかしくては、わかりません。
こんなにむずかしくても、わかりません。,こんなにむずかしくても、わかります。
こんなにむずかしくては、だれもわかります。,こんなにむずかしくては、だれもわかりません。
こんなにむずかしくても、だれもわかります。,こんなにむずかしくても、だれでもわかります。
こんなに難しい問題はわからないわけがない。,こんなに難しい問題はわかるわけがない。
こんなにやさしい問題はわかるわけがない。,こんなに難しい問題はわからないわけがない。
こんなに頭が痛くても、何もできない。,こんなに頭が痛くては、何もできない。
頭が痛くても、何もできる。,頭が痛くても、何でもできる。
白いことが見えました。,白いものが見えました。
考えたものを言ってください。,考えたことを言ってください。
鉛筆がないんです。ちょっと鉛筆を貸してもいいですか。,鉛筆がないんです。ちょっと鉛筆を借りてもいいですか。
鉛筆はもうないんです。山田さんに借りました。,鉛筆はもうないんです。山田さんに貸しました。
じゃあ、山田さんは今、鉛筆を借りてありますね。,じゃあ、山田さんは、鉛筆を借りていますね。
山田さんは鉛筆をかえりましたか。,山田さんは鉛筆をかえしましたか。
